,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,occurence_timestamp,timeStampUTC,author,content.message,content.text_content,content.giftText,content.giftedText,sentiment
1831,1831,1831,1831,1946,10:45,1707172909640584,oldbalogna,have you considered using an umbrella ,have you considered using an umbrella ,,,
1832,1832,1832,1832,1947,10:45,1707172910029924,Kris Korn 2,liberals ,liberals ,,,
1833,1833,1833,1833,1948,10:45,1707172910003886,Emmy Anderson,people do not know how to drive here it's ridiculous ,people do not know how to drive here it's ridiculous ,,,
1834,1834,1834,1834,1949,10:45,1707172910223176,lexi,peepoHey lily ,peepoHey lily ,,,
1835,1835,1835,1835,1950,10:46,1707172910445775,Bruno,SwagChamp yo lily  ,SwagChamp yo lily  ,,,
1836,1836,1836,1836,1951,10:46,1707172910893691,Jaco,lily POGGIES  ,lily POGGIES  ,,,
1837,1837,1837,1837,1952,10:46,1707172911410315,dor,we ? french ,we ? french ,,,
1838,1838,1838,1838,1953,10:47,1707172911602751,azmi,just walk silly  ,just walk silly  ,,,
1839,1839,1839,1839,1954,10:47,1707172912278769,3na,65 accidents in LA alone :((( ,65 accidents in LA alone :((( ,,,
1840,1840,1840,1840,1955,10:48,1707172912479816,StreamElements,remember to subscribe to the channel and drop a like if you're enjoying the Pog  $⛺ ,remember to subscribe to the channel and drop a like if you're enjoying the Pog  ,,,
1841,1841,1841,1841,1956,10:48,1707172912603523,Jasper G,it's flooding like a mfer in LA ,it's flooding like a mfer in LA ,,,
1842,1842,1842,1842,1957,10:48,1707172912680026,EccentricBass,"Per La La Land, “Another day of sun”  $🎶   ","Per La La Land, “Another day of sun”    ",,,
1843,1843,1843,1843,1958,10:49,1707172913768182,Ludwig Walker,facts ,facts ,,,
1844,1844,1844,1844,1959,10:50,1707172914605199,Ankit Patel,when fake people get messed up? LMAO ,when fake people get messed up? LMAO ,,,
1845,1845,1845,1845,1960,10:50,1707172914773712,worm,i like the smell of rain on earth ,i like the smell of rain on earth ,,,
1846,1846,1846,1846,1961,10:51,1707172916275626,1999Goose99,Honestly like the UK and snow ,Honestly like the UK and snow ,,,
1847,1847,1847,1847,1962,10:51,1707172916329827,Sonicdan08,its just rain though ,its just rain though ,,,
1848,1848,1848,1848,1963,10:52,1707172916689582,Sam,$elbowbump $elbowbump ,,,,
1849,1849,1849,1849,1964,10:52,1707172916964575,Cheetos,peepoHey lily ,peepoHey lily ,,,
1850,1850,1850,1850,1965,10:54,1707172918813794,Eli kernen,sounds like a you problem luddy ,sounds like a you problem luddy ,,,
1851,1851,1851,1851,1966,10:55,1707172919481828,Henry Torres,Couldn’t handle a slight drizzle ,Couldn’t handle a slight drizzle ,,,
1852,1852,1852,1852,1967,10:55,1707172920120368,CoochieDroplet,Yes like Texas with snow lol ,Yes like Texas with snow lol ,,,
1853,1853,1853,1853,1968,10:56,1707172920532646,kat,sea turtle ,sea turtle ,,,
1854,1854,1854,1854,1969,10:57,1707172922263530,Radicool,weak ,weak ,,,
1855,1855,1855,1855,1970,10:58,1707172922510385,CHIP,And it was a downpour  ,And it was a downpour  ,,,
1856,1856,1856,1856,1971,10:58,1707172922563100,pengeny,rain in california is SO BAD TODAY WAS SO BAD ,rain in california is SO BAD TODAY WAS SO BAD ,,,
1857,1857,1857,1857,1972,10:58,1707172923227125,Smsm,!time ,!time ,,,
1858,1858,1858,1858,1973,10:59,1707172923532821,Flytrap,goodmorning ludweg ,goodmorning ludweg ,,,
1859,1859,1859,1859,1974,10:59,1707172923930706,Devin Shapiro,dhhdhd ,dhhdhd ,,,
1860,1860,1860,1860,1975,10:59,1707172924255100,fakelilac,hi shadow ari lexi bruno jaco cheetos catKISS  ,hi shadow ari lexi bruno jaco cheetos catKISS  ,,,
1861,1861,1861,1861,1977,11:01,1707172925770258,Hipyo,a ,a ,,,
1862,1862,1862,1862,1978,11:01,1707172925801787,mammothogamer,LUDWIG PLAY BLDUR GATES  ,LUDWIG PLAY BLDUR GATES  ,,,
1863,1863,1863,1863,1979,11:01,1707172926125728,Adriosi,How is LA a real place  ,How is LA a real place  ,,,
1864,1864,1864,1864,1980,11:01,1707172926346760,Ty,"LA traffic is already bad, rain makes everything worse ","LA traffic is already bad, rain makes everything worse ",,,
1865,1865,1865,1865,1981,11:02,1707172927363161,Nyachan,"peepoHey lily, azmi peepoLove  ","peepoHey lily, azmi peepoLove  ",,,
1866,1866,1866,1866,1982,11:06,1707172930822623,mammothogamer,GHVGU ,GHVGU ,,,
1867,1867,1867,1867,1983,11:06,1707172931196981,April B,$ludwigCroc $ludwigCroc $ludwigCroc ,,,,
1868,1868,1868,1868,1984,11:07,1707172931626902,Somewhatstupid,bro its just rain ,bro its just rain ,,,
1869,1869,1869,1869,1985,11:07,1707172932121312,Deccie,i use lube while watching this stream ,i use lube while watching this stream ,,,
1870,1870,1870,1870,1986,11:08,1707172932669462,Joev,"damn, imagine losing to rain lol ","damn, imagine losing to rain lol ",,,
1871,1871,1871,1871,1987,11:08,1707172932838347,azmi,lily POGGIES  ,lily POGGIES  ,,,
1872,1872,1872,1872,1988,11:09,1707172933473588,fakelilac,nya peepoLove  ,nya peepoLove  ,,,
1873,1873,1873,1873,1989,11:09,1707172933632833,Evan Woodis,one might say when it rains it ... pours.  ,one might say when it rains it ... pours.  ,,,
1874,1874,1874,1874,1990,11:09,1707172933929831,Puru Bhagat,Hi YT ,Hi YT ,,,
1875,1875,1875,1875,1991,11:09,1707172934348626,Something dumb .Ron.,The rain in Arizona was chill  ,The rain in Arizona was chill  ,,,
1876,1876,1876,1876,1992,11:10,1707172934687751,Dylan N.,when it rains it pours ,when it rains it pours ,,,
1877,1877,1877,1877,1993,11:10,1707172935083089,OnlyShadow 767,peepoHey Azmi  ,peepoHey Azmi  ,,,
1878,1878,1878,1878,1994,11:11,1707172935730190,kat,sea urchin ,sea urchin ,,,
1879,1879,1879,1879,1995,11:11,1707172935860707,mammothogamer,R ,R ,,,
1880,1880,1880,1880,1996,11:13,1707172938189492,Alfie,"As someone from the rainiest city in the US, this just doesn't compute to me ","As someone from the rainiest city in the US, this just doesn't compute to me ",,,
1881,1881,1881,1881,1997,11:17,1707172941924371,Gokuu,imagine getting skill gaped by water $ludwigW ,imagine getting skill gaped by water ,,,
1882,1882,1882,1882,1998,11:18,1707172942477956,StreamElements,"DOWNLOAD THE TRUFFLE EXTENSION (GET EMOTES, PREDICTIONS, AND MORE) HERE:  https://truffle.vip/extension ","DOWNLOAD THE TRUFFLE EXTENSION (GET EMOTES, PREDICTIONS, AND MORE) HERE:  https://truffle.vip/extension ",,,
1883,1883,1883,1883,1999,11:18,1707172943163596,Fotini,How is LA real?  ,How is LA real?  ,,,
1884,1884,1884,1884,2000,11:18,1707172943337367,Pinklemonade_123,Baldurs gate is crazy ,Baldurs gate is crazy ,,,
1885,1885,1885,1885,2001,11:21,1707172946297033,Jonathan Juwiler,SO U MISSED THE GRAMYS!? ,SO U MISSED THE GRAMYS!? ,,,
1886,1886,1886,1886,2002,11:22,1707172946482816,0hubi,baller ,baller ,,,
1887,1887,1887,1887,2003,11:23,1707172947656956,Kiwimon,Who else in chat eats ramen with whipped cream ,Who else in chat eats ramen with whipped cream ,,,
1888,1888,1888,1888,2004,11:23,1707172947967968,Auden Atticus,Y ,Y ,,,
1889,1889,1889,1889,2005,11:23,1707172948313338,Loud_ Hailer,oh no oh noo ,oh no oh noo ,,,
1890,1890,1890,1890,2006,11:24,1707172948499410,JackY UnluckY,Hello ludwig can I get some money  ,Hello ludwig can I get some money  ,,,
1891,1891,1891,1891,2007,11:24,1707172948513512,azmi,nya peepoLove  ,nya peepoLove  ,,,
1892,1892,1892,1892,2008,11:26,1707172950608527,My cat pickle,Hi ,Hi ,,,
1893,1893,1893,1893,2009,11:26,1707172951336550,LZeroBR,Ludwig is a good guy ,Ludwig is a good guy ,,,
1894,1894,1894,1894,2010,11:27,1707172951778371,Elanic _,I’m from Washington where it never stops raining until it’s 90 degrees out  ,I’m from Washington where it never stops raining until it’s 90 degrees out  ,,,
1895,1895,1895,1895,2011,11:27,1707172952253366,Bruno,mhm  ,mhm  ,,,
1896,1896,1896,1896,2012,11:27,1707172952275212,m b,Aware ,Aware ,,,
1897,1897,1897,1897,2013,11:28,1707172952578720,Strakken,peepoJuice  ,peepoJuice  ,,,
1898,1898,1898,1898,2014,11:29,1707172954319093,BeanForce,RAIN D: ,RAIN D: ,,,
1899,1899,1899,1899,2015,11:30,1707172954676118,OnlyShadow 767,HehClassic Valorant ,HehClassic Valorant ,,,
1900,1900,1900,1900,2016,11:30,1707172954765445,lexi,HehClassic  ,HehClassic  ,,,
1901,1901,1901,1901,2017,11:30,1707172954987891,Warmturkeysandwich,ICANT ,ICANT ,,,
1902,1902,1902,1902,2018,11:31,1707172956073613,heatedtf,people in LA drive like GTA npcs ,people in LA drive like GTA npcs ,,,
1903,1903,1903,1903,2019,11:31,1707172956287025,Danny lee,oh he stuck at door.. ,oh he stuck at door.. ,,,
1904,1904,1904,1904,2020,11:33,1707172957733327,Fotini,You missed the Grammys?  ,You missed the Grammys?  ,,,
1905,1905,1905,1905,2021,11:34,1707172958574833,Carter0604,Typical ,Typical ,,,
1906,1906,1906,1906,2022,11:34,1707172959202880,fakelilac,azmi jakeS  ,azmi jakeS  ,,,
1907,1907,1907,1907,2023,11:34,1707172959329831,Xtorsion,BALDURS GATE IS BACK WOO ,BALDURS GATE IS BACK WOO ,,,
1908,1908,1908,1908,2024,11:35,1707172959656396,Bacon Man,Dang  ,Dang  ,,,
1909,1909,1909,1909,2025,11:35,1707172960337874,b1uecottoncandy,okay so at least one of yall were productive ,okay so at least one of yall were productive ,,,
1910,1910,1910,1910,2026,11:36,1707172960761688,ShaykNBlake,"hey @Ludwig, Not to be that guy, but every time you speak, there's a sound of white noise behind it. ","hey @Ludwig, Not to be that guy, but every time you speak, there's a sound of white noise behind it. ",,,
1911,1911,1911,1911,2027,11:36,1707172961233401,Cinder Vox,oh yeah. I'd rather eat a denim jacket than drive in this rain. ,oh yeah. I'd rather eat a denim jacket than drive in this rain. ,,,
1912,1912,1912,1912,2028,11:37,1707172962328567,Storm2427,Smart ,Smart ,,,
1913,1913,1913,1913,2029,11:39,1707172963464868,Jaco,HehClassic  ,HehClassic  ,,,
1914,1914,1914,1914,2030,11:40,1707172964999525,Devin Shapiro,yay ,yay ,,,
1915,1915,1915,1915,2031,11:41,1707172965890405,Noise Void,Part-time streamer Ludwig returns for his 10 hours of weekly content  ,Part-time streamer Ludwig returns for his 10 hours of weekly content  ,,,
1916,1916,1916,1916,2032,11:42,1707172966498377,My cat pickle,Hi ,Hi ,,,
1917,1917,1917,1917,2033,11:43,1707172968002085,NiftyDraboon,crocs OMEGALUL  ,crocs OMEGALUL  ,,,
1918,1918,1918,1918,2034,11:44,1707172969106523,OscyMac,RAINWIG ,RAINWIG ,,,
1919,1919,1919,1919,2035,11:44,1707172969116306,Henrique Novais,crocs? ,crocs? ,,,
1920,1920,1920,1920,2036,11:44,1707172969394101,Tristan,Oh so you both god finished voluntarily abusing yourselves  ,Oh so you both god finished voluntarily abusing yourselves  ,,,
1921,1921,1921,1921,2037,11:44,1707172969419933,person,you yapping ,you yapping ,,,
1922,1922,1922,1922,2038,11:45,1707172970076908,marisol,crocs? ,crocs? ,,,
1923,1923,1923,1923,2039,11:45,1707172970271835,Cindy,…casual valo gamejfkdk ,…casual valo gamejfkdk ,,,
1924,1924,1924,1924,2040,11:48,1707172972661569,Sam,it 4 am here ,it 4 am here ,,,
1925,1925,1925,1925,2041,11:49,1707172974111476,ari,you? fine clothing? ,you? fine clothing? ,,,
1926,1926,1926,1926,2042,11:50,1707172974817016,Emily,Hi ,Hi ,,,
1927,1927,1927,1927,2043,11:51,1707172975855964,SilentWolf666,Does baldurs gate still start in 45 mins? ,Does baldurs gate still start in 45 mins? ,,,
1928,1928,1928,1928,2044,11:52,1707172976545438,kat,ludwig inrl gta ncp ,ludwig inrl gta ncp ,,,
1929,1929,1929,1929,2045,11:52,1707172976924931,Strakken,borpaSpin  ,borpaSpin  ,,,
1930,1930,1930,1930,2046,11:53,1707172977860338,Ree,Ludwig has nice clothes?! ,Ludwig has nice clothes?! ,,,
1931,1931,1931,1931,2047,11:54,1707172978756590,Alasdair,You did not miss OMEGALUL  ,You did not miss OMEGALUL  ,,,
1932,1932,1932,1932,2048,11:54,1707172979368992,bruhOmeter,did u wear Crocs? @ludwig ,did u wear Crocs? @ludwig ,,,
1933,1933,1933,1933,2049,11:55,1707172979997717,ThisIsYuuki,$ludwigCroc $ludwigCroc $ludwigCroc $ludwigCroc $ludwigCroc $ludwigCroc $ludwigCroc ,,,,
1934,1934,1934,1934,2050,11:55,1707172980180559,Kekahoz,"ew, I joined this live by accident. Later nerd ","ew, I joined this live by accident. Later nerd ",,,
1935,1935,1935,1935,2051,11:56,1707172981044790,Bruno,borpaSpin  ,borpaSpin  ,,,
1936,1936,1936,1936,2052,11:56,1707172981063668,Rodrigo Vasquez Lopez,HI YT ,HI YT ,,,
1937,1937,1937,1937,2053,11:57,1707172981746032,Sarfnic,Damg ,Damg ,,,
1938,1938,1938,1938,2054,11:59,1707172983452260,Kiwimon,Yapwig ,Yapwig ,,,
1939,1939,1939,1939,2055,12:00,1707172984867187,Ayo,Just joined in what’s the goon talkin ‘bout? ,Just joined in what’s the goon talkin ‘bout? ,,,
1940,1940,1940,1940,2057,12:02,1707172987236082,Klone Lone,u mean u wore shorts ,u mean u wore shorts ,,,
1941,1941,1941,1941,2058,12:02,1707172987250269,m b,uhoh ,uhoh ,,,
1942,1942,1942,1942,2059,12:04,1707172988494072,Aadam Abdullah,were you wearing crocs? ,were you wearing crocs? ,,,
1943,1943,1943,1943,2060,12:04,1707172989066637,OnlyShadow 767,Hmmm ,Hmmm ,,,
1944,1944,1944,1944,2061,12:05,1707172990215044,Sam Peetz,When did you drink alcohol? ,When did you drink alcohol? ,,,
1945,1945,1945,1945,2062,12:06,1707172990600862,AndrewZBush,$face-orange-frowning ,,,,
1946,1946,1946,1946,2063,12:06,1707172991173224,OnlyShadow 767,ICANT  ,ICANT  ,,,
1947,1947,1947,1947,2064,12:07,1707172991989700,Storm2427,Aware ,Aware ,,,
1948,1948,1948,1948,2065,12:08,1707172992594586,kat,NOOOOOO ,NOOOOOO ,,,
1949,1949,1949,1949,2066,12:08,1707172992713957,Fotini,Hi yt  ,Hi yt  ,,,
1950,1950,1950,1950,2067,12:08,1707172992791041,notafode,plinK ,plinK ,,,
1951,1951,1951,1951,2068,12:08,1707172992768499,Caroline B.,oh boy ,oh boy ,,,
1952,1952,1952,1952,2069,12:08,1707172993034371,Jake Blazejowski,LMAO ,LMAO ,,,
1953,1953,1953,1953,2070,12:08,1707172993089805,lexi,ICANT  ,ICANT  ,,,
1954,1954,1954,1954,2071,12:08,1707172993254169,Sonicdan08,L ,L ,,,
1955,1955,1955,1955,2072,12:08,1707172993300604,Dave Robinson,Oh noooooo ,Oh noooooo ,,,
1956,1956,1956,1956,2073,12:08,1707172993346369,Foam Roller,L ,L ,,,
1957,1957,1957,1957,2074,12:08,1707172993375457,Bruno,UHM  ,UHM  ,,,
1958,1958,1958,1958,2075,12:09,1707172993616632,Jish,crocs? ,crocs? ,,,
1959,1959,1959,1959,2076,12:10,1707172994590233,Storm2427,HUH ,HUH ,,,
1960,1960,1960,1960,2077,12:10,1707172995127102,can can,wuaaaa ,wuaaaa ,,,
1961,1961,1961,1961,2078,12:10,1707172995264067,Alasdair,OMEGALUL  ,OMEGALUL  ,,,
1962,1962,1962,1962,2079,12:11,1707172995490611,Jaco,ICANT  ,ICANT  ,,,
1963,1963,1963,1963,2080,12:11,1707172995706904,SouthPawDan13,bruh moment ,bruh moment ,,,
1964,1964,1964,1964,2081,12:11,1707172996117507,eschee,Selling irl elo ,Selling irl elo ,,,
1965,1965,1965,1965,2082,12:11,1707172996175292,Hifive326,Oof ,Oof ,,,
1966,1966,1966,1966,2083,12:12,1707172996919172,Four kambuchas,Ohhhh nooooo ,Ohhhh nooooo ,,,
1967,1967,1967,1967,2084,12:12,1707172997105581,3na,LMFAO ,LMFAO ,,,
1968,1968,1968,1968,2085,12:13,1707172997627484,Nyachan,ICANT  ,ICANT  ,,,
1969,1969,1969,1969,2086,12:14,1707172998825732,Esdragon,WhatChamp ,WhatChamp ,,,
1970,1970,1970,1970,2087,12:14,1707172999140499,RipPasta,L ,L ,,,
1971,1971,1971,1971,2088,12:15,1707172999636341,Twittle, big mistake , big mistake ,,,
1972,1972,1972,1972,2089,12:15,1707172999782060,Bacon Man,Welp  ,Welp  ,,,
1973,1973,1973,1973,2090,12:15,1707172999973188,Tiny Batman,Classic Anime moment ,Classic Anime moment ,,,
1974,1974,1974,1974,2091,12:15,1707173000099184,Neurokonis,WECANT ,WECANT ,,,
1975,1975,1975,1975,2092,12:15,1707173000273946,alsomdude2,oh no ,oh no ,,,
1976,1976,1976,1976,2093,12:15,1707173000372838,MonarchVV,bruuuuh ,bruuuuh ,,,
1977,1977,1977,1977,2094,12:16,1707173000572634,Cece,OMEGALUL ,OMEGALUL ,,,
1978,1978,1978,1978,2095,12:16,1707173000674920,torygemmo,????? ,????? ,,,
1979,1979,1979,1979,2096,12:16,1707173001184792,Avex_Apex,OMEGALUL ,OMEGALUL ,,,
1980,1980,1980,1980,2097,12:16,1707173001314889,Cindy,one job lud… ,one job lud… ,,,
1981,1981,1981,1981,2098,12:16,1707173001417331,m b,$face-green-smiling ,,,,
1982,1982,1982,1982,2099,12:17,1707173002311644,Codyrm8,unpreparedwig ,unpreparedwig ,,,
1983,1983,1983,1983,2100,12:18,1707173002627861,leia,ohhh not not the nice clothes ,ohhh not not the nice clothes ,,,
1984,1984,1984,1984,2101,12:18,1707173003315245,ari,uh oh ,uh oh ,,,
1985,1985,1985,1985,2102,12:19,1707173003788663,Neo_Nemesis,no umbrellas? ,no umbrellas? ,,,
1986,1986,1986,1986,2103,12:19,1707173003870556,feylostt,insane ,insane ,,,
1987,1987,1987,1987,2104,12:20,1707173004686419,Ree,Typical  ,Typical  ,,,
1988,1988,1988,1988,2105,12:21,1707173005540364,Ellen Love,UHM ,UHM ,,,
1989,1989,1989,1989,2106,12:21,1707173005746233,NetLith,YubTub ,YubTub ,,,
1990,1990,1990,1990,2107,12:21,1707173005856944,Pinklemonade_123,how would you not own one? ,how would you not own one? ,,,
1991,1991,1991,1991,2108,12:22,1707173007219127,SouthPawDan13,drought state ,drought state ,,,
1992,1992,1992,1992,2109,12:22,1707173007258618,Caleb Masek,65+ ,65+ ,,,
1993,1993,1993,1993,2110,12:24,1707173008632090,Henry Torres,L wig ,L wig ,,,
1994,1994,1994,1994,2111,12:24,1707173009112060,Fotini,L  ,L  ,,,
1995,1995,1995,1995,2113,12:26,1707173011244157,pengeny,RAIN IN CALII SUCKSSSSSSS ,RAIN IN CALII SUCKSSSSSSS ,,,
1996,1996,1996,1996,2114,12:27,1707173011778396,Knobss,that's a man excuse ,that's a man excuse ,,,
1997,1997,1997,1997,2115,12:27,1707173012108325,ghabdidabdi,"umbrella? we stan taylor, not rihanna... ","umbrella? we stan taylor, not rihanna... ",,,
1998,1998,1998,1998,2116,12:28,1707173012575999,panz,well not yesterday ,well not yesterday ,,,
1999,1999,1999,1999,2117,12:29,1707173013976942,TurtleTheFish,$socialdist ,,,,
2000,2000,2000,2000,2118,12:30,1707173014464930,Kasey,understandable ,understandable ,,,
2001,2001,2001,2001,2119,12:30,1707173014762854,Fotini,You had one job  ,You had one job  ,,,
2002,2002,2002,2002,2120,12:30,1707173015346862,kat,THERES SOMETHING CALLED A WEATHER APP!?! NO EXCUSSS LUDDY ,THERES SOMETHING CALLED A WEATHER APP!?! NO EXCUSSS LUDDY ,,,
2003,2003,2003,2003,2121,12:32,1707173016800078,Jonathan Juwiler,OMEGALUL i KNEW you would say umbrella before you even said it  ,OMEGALUL i KNEW you would say umbrella before you even said it  ,,,
2004,2004,2004,2004,2122,12:32,1707173016797912,Wade Smith,hi ,hi ,,,
2005,2005,2005,2005,2123,12:32,1707173017315685,can can,wat ,wat ,,,
2006,2006,2006,2006,2124,12:33,1707173017882086,CoochieDroplet,That’s why u buy a rolls Royce it comes with one in the door ,That’s why u buy a rolls Royce it comes with one in the door ,,,
2007,2007,2007,2007,2125,12:33,1707173018198967,Ikea The First _,Black crocs? ,Black crocs? ,,,
2008,2008,2008,2008,2126,12:34,1707173018504722,KingZeek,$buffering $buffering $buffering ,,,,
2009,2009,2009,2009,2127,12:34,1707173018861220,Ttv_Lixerr,65+ ,65+ ,,,
2010,2010,2010,2010,2128,12:34,1707173019330155,Sonicdan08,65+ ,65+ ,,,
2011,2011,2011,2011,2129,12:35,1707173019922188,Carter0604,It rains 3 out every 10 days where I live ,It rains 3 out every 10 days where I live ,,,
2012,2012,2012,2012,2130,12:36,1707173020543848,Olga Madura,yikes ,yikes ,,,
2013,2013,2013,2013,2131,12:37,1707173022060517,wayupn,"oh no, did you citizen arrest Killer Mike? ","oh no, did you citizen arrest Killer Mike? ",,,
2014,2014,2014,2014,2132,12:38,1707173022495526,CHIP,L ,L ,,,
2015,2015,2015,2015,2133,12:38,1707173022977112,Noise Void,Tsunami said otherwise  ,Tsunami said otherwise  ,,,
2016,2016,2016,2016,2134,12:40,1707173024659829,Avex_Apex,Common L wig ,Common L wig ,,,
2017,2017,2017,2017,2135,12:40,1707173024860708,Gabab,bruh whatchu talking bout ,bruh whatchu talking bout ,,,
2018,2018,2018,2018,2136,12:41,1707173025831637,April B,YOU LET QT WALK IN THE RAIN BEFORE SHE GOT TO SEE TAYLOR SWIFT????!?!? ,YOU LET QT WALK IN THE RAIN BEFORE SHE GOT TO SEE TAYLOR SWIFT????!?!? ,,,
2019,2019,2019,2019,2137,12:41,1707173025916200,Nafees,65+ ,65+ ,,,
2020,2020,2020,2020,2138,12:42,1707173026570872,OscyMac,Open it inside ,Open it inside ,,,
2021,2021,2021,2021,2139,12:43,1707173027520423,Blitzit,bruh do you reherse these yap sesh in the shower? ,bruh do you reherse these yap sesh in the shower? ,,,
2022,2022,2022,2022,2140,12:43,1707173028367067,Codyrm8,you didn't think about it the moment you walked outside ,you didn't think about it the moment you walked outside ,,,
2023,2023,2023,2023,2141,12:44,1707173028979577,Colin B,No brella  ,No brella  ,,,
2024,2024,2024,2024,2142,12:45,1707173030366228,Gokuu,65+ too rich jeff bezos ,65+ too rich jeff bezos ,,,
2025,2025,2025,2025,2143,12:46,1707173030881081,kat,DID U NOT CHECK THE WEATHER FORECAST ,DID U NOT CHECK THE WEATHER FORECAST ,,,
2026,2026,2026,2026,2144,12:46,1707173030961794,Baedon,who owns an umbrella tbh ,who owns an umbrella tbh ,,,
2027,2027,2027,2027,2145,12:46,1707173031214337,Ashley,"hi lud, thanks for being my binge content the past few days  $🙂  (also hi future yt me) ","hi lud, thanks for being my binge content the past few days   (also hi future yt me) ",,,
2028,2028,2028,2028,2146,12:47,1707173032322707,Ree,Good weather until it isn’t  ,Good weather until it isn’t  ,,,
2029,2029,2029,2029,2147,12:48,1707173032470852,StreamElements,"Get merch from the Mogul Chessboxing 2023 collection, now until supplies run out:  https://ludwig.gg ","Get merch from the Mogul Chessboxing 2023 collection, now until supplies run out:  https://ludwig.gg ",,,
2030,2030,2030,2030,2148,12:48,1707173032588927,AceOfStearns,Holy Shit Will Neff joined OTK ,Holy Shit Will Neff joined OTK ,,,
2031,2031,2031,2031,2149,12:48,1707173032857873,Roza Uzumaki,Californians and rain were never meant to mix without us becoming stupid idiots that forget how to act like flipping normal people.  ,Californians and rain were never meant to mix without us becoming stupid idiots that forget how to act like flipping normal people.  ,,,
2032,2032,2032,2032,2150,12:48,1707173033138226,Caleb Masek,65+ ,65+ ,,,
2033,2033,2033,2033,2151,12:49,1707173033459925,m b,nope ,nope ,,,
2034,2034,2034,2034,2152,12:51,1707173036193616,Heehaw,shit missed beginning. someone gimme a one sentence synopsis so far chat? ,shit missed beginning. someone gimme a one sentence synopsis so far chat? ,,,
2035,2035,2035,2035,2153,12:52,1707173036440082,lexi,Clueless  ,Clueless  ,,,
2036,2036,2036,2036,2154,12:52,1707173036713184,b1uecottoncandy,You guys were concerne.d about rain and you didnt bring a damn umbrella? ,You guys were concerne.d about rain and you didnt bring a damn umbrella? ,,,
2037,2037,2037,2037,2155,12:52,1707173037049585,Quincy,OTK WILL NEFF? ,OTK WILL NEFF? ,,,
2038,2038,2038,2038,2156,12:57,1707173041621560,notafode,plink  ,plink  ,,,
2039,2039,2039,2039,2157,12:57,1707173042089978,Tweasure,DUBBIN’S GATE!!!!! ,DUBBIN’S GATE!!!!! ,,,
2040,2040,2040,2040,2158,12:58,1707173042725330,Nathan,"please tell me you wore crocs to the Grammys, please.  ","please tell me you wore crocs to the Grammys, please.  ",,,
2041,2041,2041,2041,2159,12:59,1707173043933943,Exotic Beatz,"Bruh, Did you copyright camelot just because you assumed he leaned right? ","Bruh, Did you copyright camelot just because you assumed he leaned right? ",,,
2042,2042,2042,2042,2160,13:00,1707173044561633,Heehaw,where's he goin at least ,where's he goin at least ,,,
2043,2043,2043,2043,2161,13:00,1707173045242093,Nafees,Yooo ,Yooo ,,,
2044,2044,2044,2044,2162,13:02,1707173046776066,Storm2427,San Andreas Fault says what? ,San Andreas Fault says what? ,,,
2045,2045,2045,2045,2163,13:04,1707173048875876,3na,kcon was there  ,kcon was there  ,,,
2046,2046,2046,2046,2164,13:04,1707173049077981,Eli kernen,damn bro that sucks  ,damn bro that sucks  ,,,
2047,2047,2047,2047,2165,13:04,1707173049156721,Jake Blazejowski,WALK IT OMEGALUL ,WALK IT OMEGALUL ,,,
2048,2048,2048,2048,2166,13:06,1707173051118378,Jas Gripen,yapping ,yapping ,,,
2049,2049,2049,2049,2167,13:11,1707173055914816,Boo,naurr ,naurr ,,,
2050,2050,2050,2050,2168,13:11,1707173056241643,DarkTriadSun,rip staples ,rip staples ,,,
2051,2051,2051,2051,2169,13:14,1707173058987116,NASTEEBOY,the plan is simple ,the plan is simple ,,,
2052,2052,2052,2052,2170,13:14,1707173059101329,Dimite12345,nobody calls it crypto  ,nobody calls it crypto  ,,,
2053,2053,2053,2053,2171,13:14,1707173059132596,Fotini,That sucks  ,That sucks  ,,,
2054,2054,2054,2054,2172,13:15,1707173059443883,Deven Hollimon,YES ON THE 5 ,YES ON THE 5 ,,,
2055,2055,2055,2055,2173,13:15,1707173059603943,Sparwhal,rip ,rip ,,,
2056,2056,2056,2056,2174,13:15,1707173060170938,oldbalogna,@Heehaw forgor umela on his way to tagor sweft ,@Heehaw forgor umela on his way to tagor sweft ,,,
2057,2057,2057,2057,2175,13:15,1707173060286304,Srdzfdxtfyufk,i thought they couldnt afford the name anymore ,i thought they couldnt afford the name anymore ,,,
2058,2058,2058,2058,2176,13:17,1707173061642921,SilentWolf666,Any mods know what time baldurs gate starts? ,Any mods know what time baldurs gate starts? ,,,
2059,2059,2059,2059,2177,13:17,1707173062300750,alsomdude2,ooof ,ooof ,,,
2060,2060,2060,2060,2178,13:18,1707173062476772,StreamElements,JOIN THE OFFICIAL LUDWIG DISCORD:  https://discord.gg/ludwig ,JOIN THE OFFICIAL LUDWIG DISCORD:  https://discord.gg/ludwig ,,,
2061,2061,2061,2061,2179,13:18,1707173063204115,Ghastly Knifht,Rhantom gaming on YouTube?? ,Rhantom gaming on YouTube?? ,,,
2062,2062,2062,2062,2180,13:18,1707173063242128,Caroline B.,oh god not the 110 and the 10 ,oh god not the 110 and the 10 ,,,
2063,2063,2063,2063,2181,13:19,1707173064383281,Storm2427,oh shit ,oh shit ,,,
2064,2064,2064,2064,2182,13:19,1707173064390189,OnlyShadow 767,ICANT ,ICANT ,,,
